quality,alcohol,sulphates,citric acid,volatile acidity,total sulfur dioxide,chlorides,fixed acidity
0,10.0,0.8,0.68,0.415,43.0,0.085,13.7
0,9.2,0.74,0.28,0.51,54.0,0.087,7.7
0,9.7,0.76,0.07,0.63,37.0,0.09,7.4
0,9.2,0.74,0.26,0.54,48.0,0.08800000000000001,7.8
0,9.6,0.54,0.15,0.66,42.0,0.079,8.3
0,9.2,0.74,0.26,0.46,53.0,0.08800000000000001,7.8
1,10.0,0.7,0.31,0.38,49.0,0.096,9.6
1,12.9,0.82,0.05,0.85,88.0,0.045,5.6
0,9.5,0.51,0.52,0.37,26.0,0.08199999999999999,9.5
0,9.1,0.54,0.61,0.665,95.0,0.112,8.4
0,9.9,0.57,0.65,0.6,25.0,0.063,12.7
1,13.0,0.6,0.76,0.37,38.0,0.066,12.0
0,9.9,0.53,0.02,0.735,124.0,0.122,6.6
0,11.0,0.65,0.59,0.59,49.0,0.087,11.5
0,9.4,0.55,0.22,0.765,42.0,0.064,8.7
0,10.8,0.47,0.3,0.26,38.0,0.059,7.7
0,10.5,0.61,0.54,0.48,64.0,0.085,12.2
0,10.5,0.63,0.49,0.6,41.0,0.085,11.4
0,9.1,0.61,0.05,0.69,27.0,0.075,7.7
0,10.1,0.76,0.46,0.31,25.0,0.059,8.7
0,10.8,0.65,0.47,0.44,28.0,0.063,9.8
1,10.8,0.63,0.66,0.39,30.0,0.093,12.0
0,11.3,0.7,0.58,0.34,16.0,0.174,10.4
0,9.6,0.57,0.49,0.46,49.0,0.07,12.5
0,9.5,0.62,0.34,0.43,86.0,0.08,9.0
0,9.5,0.62,0.35,0.45,78.0,0.08,9.1
0,9.3,0.64,0.16,0.735,77.0,0.1,7.1
1,11.7,0.82,0.53,0.4,19.0,0.097,9.9
0,9.5,0.61,0.34,0.52,122.0,0.087,8.8
0,9.3,1.07,0.24,0.725,134.0,0.117,8.6
0,11.7,0.66,0.64,0.48,20.0,0.111,10.6
0,10.5,0.48,0.12,0.58,124.0,0.091,7.0
0,10.4,0.76,0.51,0.38,20.0,0.121,11.9
0,9.9,0.68,0.0,0.77,52.0,0.066,6.8
1,11.8,0.73,0.33,0.56,67.0,0.08900000000000001,9.5
1,12.3,0.56,0.03,0.84,48.0,0.059,6.6
0,10.9,0.44,0.2,0.96,60.0,0.047,7.7
1,11.0,0.9,0.47,0.24,24.0,0.066,10.5
0,11.4,0.49,0.08,0.67,48.0,0.045,6.4
0,10.6,0.56,0.22,0.78,32.0,0.077,9.5
0,9.3,0.6,0.33,0.52,30.0,0.07,9.1
0,10.4,0.6,0.63,0.84,35.0,0.08800000000000001,12.8
0,9.2,0.56,0.35,0.55,66.0,0.07400000000000001,7.8
0,12.8,0.65,0.69,0.37,24.0,0.078,11.9
0,9.5,0.49,0.63,0.39,18.0,0.091,12.3
0,9.9,0.89,0.55,0.41,54.0,0.076,10.4
0,10.2,0.56,0.3,0.67,62.0,0.06,8.0
0,11.2,0.66,0.73,0.45,22.0,0.066,11.1
0,9.3,0.6,0.18,0.62,50.0,0.062,7.0
1,9.8,0.82,0.72,0.31,29.0,0.07200000000000001,12.6
0,11.3,0.68,0.65,0.4,27.0,0.068,11.9
1,11.2,0.68,0.76,0.685,43.0,0.1,15.6
1,11.6,0.63,0.49,0.44,19.0,0.077,10.0
1,12.5,0.84,0.01,0.57,27.0,0.054000000000000006,5.3
0,10.1,0.56,0.1,0.735,31.0,0.079,9.5
0,10.5,0.73,0.6,0.38,72.0,0.081,12.5
0,11.2,0.72,0.29,0.48,16.0,0.127,9.3
0,10.2,0.56,0.22,0.53,27.0,0.1,8.6
0,10.8,0.61,0.69,0.39,35.0,0.095,11.9
0,9.1,1.06,0.53,0.37,26.0,0.413,8.4
0,10.0,0.63,0.03,0.56,35.0,0.084,6.8
1,11.2,0.74,0.63,0.33,22.0,0.084,10.4
0,11.1,0.63,0.4,0.23,67.0,0.063,7.0
1,13.4,0.69,0.67,0.62,19.0,0.086,11.3
0,10.3,0.58,0.39,0.59,22.0,0.095,8.9
0,9.6,0.58,0.21,0.63,65.0,0.097,9.2
0,9.0,0.57,0.66,0.58,47.0,0.07400000000000001,11.6
0,11.3,0.61,0.52,0.43,23.0,0.083,9.2
0,9.3,0.61,0.22,0.615,19.0,0.087,8.3
0,11.8,0.61,0.68,0.26,25.0,0.085,11.0
0,9.0,0.53,0.7,0.66,129.0,0.098,8.1
0,9.2,0.7,0.54,0.315,15.0,0.084,11.5
0,9.7,0.91,0.4,0.29,26.0,0.098,10.0
0,11.5,0.72,0.42,0.5,51.0,0.069,10.3
0,14.0,0.79,0.45,0.46,18.0,0.065,8.8
0,9.2,0.62,0.69,0.36,21.0,0.09,11.4
0,9.8,0.58,0.02,0.82,48.0,0.07,8.7
0,10.6,0.61,0.65,0.32,47.0,0.093,13.0
0,11.4,0.71,0.42,0.54,52.0,0.081,9.6
0,10.4,0.82,0.55,0.37,68.0,0.083,12.5
0,10.6,0.79,0.55,0.35,14.0,0.062,9.9
0,9.4,0.89,0.51,0.28,24.0,0.08,10.5
0,10.2,0.6,0.24,0.68,28.0,0.087,9.6
0,9.7,0.7,0.41,0.27,16.0,0.091,9.3
0,11.0,1.06,0.49,0.24,20.0,0.075,10.4
0,10.1,0.7,0.11,0.685,31.0,0.077,9.4
0,9.2,0.66,0.39,0.28,23.0,0.069,10.6
1,11.7,0.92,0.56,0.3,17.0,0.08,9.4
0,9.4,1.05,0.59,0.36,18.0,0.152,10.6
0,9.4,1.06,0.6,0.36,18.0,0.152,10.6
0,13.4,0.66,0.68,0.44,24.0,0.114,10.6
0,10.0,0.47,0.39,0.67,17.0,0.054000000000000006,10.2
0,10.0,0.42,0.36,0.645,14.0,0.053,10.2
1,10.8,0.92,0.55,0.32,67.0,0.081,11.6
0,10.2,0.75,0.4,0.39,26.0,0.073,9.3
0,10.6,0.67,0.27,0.775,56.0,0.078,9.3
1,13.3,0.79,0.5,0.41,25.0,0.055,9.2
1,13.4,0.9,0.51,0.4,27.0,0.052000000000000005,8.9
0,11.6,0.74,0.31,0.69,81.0,0.086,8.7
0,12.1,0.55,0.23,0.39,91.0,0.051,6.5
1,11.0,0.65,0.53,0.35,16.0,0.07,10.7
0,9.0,0.65,0.25,0.52,38.0,0.081,7.8
0,11.1,0.79,0.32,0.34,113.0,0.09,7.2
1,12.0,0.85,0.73,0.44,76.0,0.07400000000000001,10.4
1,10.9,1.04,0.47,0.26,24.0,0.078,10.5
1,10.8,1.05,0.42,0.24,22.0,0.077,10.5
1,12.5,0.78,0.63,0.49,26.0,0.07200000000000001,10.2
1,10.8,1.02,0.46,0.24,21.0,0.075,10.4
0,9.5,0.71,0.55,0.67,13.0,0.084,11.2
0,10.2,0.63,0.31,0.59,62.0,0.09,10.0
1,11.4,0.68,0.75,0.29,43.0,0.084,13.3
0,9.5,0.61,0.49,0.42,43.0,0.073,12.4
0,9.7,0.81,0.48,0.4,49.0,0.125,10.7
1,11.8,0.66,0.64,0.51,15.0,0.107,10.5
0,9.3,1.14,0.49,0.655,151.0,0.122,8.5
0,11.9,0.74,0.49,0.6,14.0,0.1,12.5
0,8.4,0.63,0.49,0.61,16.0,0.2,10.4
0,11.7,0.68,0.49,0.21,32.0,0.08800000000000001,10.9
0,11.0,0.78,0.49,0.365,106.0,0.08800000000000001,7.3
0,10.0,0.9,0.49,0.25,33.0,0.08800000000000001,9.8
0,9.1,0.64,0.49,0.41,43.0,0.08800000000000001,7.6
0,9.8,0.99,0.49,0.39,133.0,0.099,8.2
0,9.4,0.55,0.49,0.4,142.0,0.085,9.3
0,9.5,0.64,0.49,0.43,116.0,0.086,9.2
0,9.9,0.67,0.24,0.64,53.0,0.105,10.4
0,11.4,0.77,0.49,0.38,85.0,0.097,7.0
0,8.7,0.75,0.49,0.42,55.0,0.084,8.2
0,9.4,0.57,0.24,0.63,33.0,0.077,9.9
0,10.3,0.87,0.24,0.22,28.0,0.078,9.1
0,10.3,0.61,0.49,0.38,42.0,0.098,11.9
0,12.8,0.66,0.24,0.27,33.0,0.07200000000000001,10.3
0,10.0,0.56,0.24,0.48,32.0,0.102,10.0
0,10.7,0.77,0.24,0.825,13.0,0.084,8.1
1,12.0,0.66,0.49,0.35,35.0,0.066,12.9
0,11.2,0.62,0.74,0.5,17.0,0.1,11.2
0,9.6,0.67,0.24,0.59,47.0,0.101,9.2
0,11.0,0.73,0.49,0.46,17.0,0.064,9.5
0,9.9,0.59,0.24,0.715,20.0,0.07,9.3
0,11.0,0.72,0.24,0.66,53.0,0.085,11.2
0,8.4,0.79,0.74,0.31,15.0,0.075,14.3
0,9.1,0.59,0.49,0.47,106.0,0.094,9.1
0,9.5,0.78,0.24,0.55,28.0,0.078,7.5
0,10.7,0.86,0.49,0.31,21.0,0.067,10.6
0,10.4,0.75,0.49,0.35,69.0,0.079,12.4
0,9.4,0.61,0.49,0.53,25.0,0.171,9.0
0,9.5,0.56,0.01,0.51,25.0,0.07400000000000001,6.8
0,10.0,0.73,0.24,0.43,45.0,0.092,9.4
0,10.0,0.74,0.24,0.46,44.0,0.092,9.5
0,11.5,0.62,0.24,1.04,96.0,0.05,5.0
0,11.1,0.74,0.49,0.645,23.0,0.095,15.5
0,11.7,0.56,0.49,0.53,17.0,0.118,10.9
0,11.1,0.74,0.49,0.645,23.0,0.095,15.6
0,12.7,0.68,0.49,0.47,47.0,0.085,13.0
0,11.4,0.57,0.49,0.6,19.0,0.075,12.7
0,9.2,0.58,0.49,0.44,121.0,0.078,9.0
0,9.2,0.61,0.49,0.54,110.0,0.094,9.0
0,10.1,0.61,0.49,0.29,60.0,0.092,7.6
0,9.0,0.6,0.24,0.7,15.0,0.226,8.7
0,10.7,0.79,0.49,0.5,20.0,0.25,9.8
0,11.7,0.57,0.24,0.36,42.0,0.095,6.2
0,11.0,0.91,0.49,0.35,37.0,0.07,11.5
0,10.4,0.61,0.49,0.24,28.0,0.075,10.2
0,9.6,0.56,0.49,0.59,47.0,0.07,10.5
0,10.0,0.7,0.49,0.34,78.0,0.078,10.6
0,10.2,0.8,0.49,0.27,46.0,0.079,12.3
0,10.0,0.52,0.24,0.5,14.0,0.103,9.9
0,9.5,0.6,0.49,0.44,111.0,0.083,8.8
0,9.8,0.6,0.49,0.47,110.0,0.085,8.8
0,9.8,0.51,0.49,0.31,40.0,0.063,10.6
0,9.6,0.44,0.49,0.5,14.0,0.08900000000000001,12.3
0,9.2,0.43,0.49,0.49,15.0,0.083,11.7
1,9.9,0.66,0.49,0.28,21.0,0.07400000000000001,12.0
1,10.7,0.76,0.49,0.33,80.0,0.093,11.8
0,9.6,0.66,0.24,0.51,38.0,0.091,7.6
1,10.6,1.02,0.49,0.31,47.0,0.094,11.1
0,9.3,0.59,0.24,0.73,102.0,0.108,7.3
1,14.0,0.74,0.24,0.42,50.0,0.06,5.0
1,10.5,0.74,0.49,0.29,13.0,0.059,10.2
0,9.7,0.57,0.49,0.45,75.0,0.084,9.0
0,11.5,0.5,0.49,0.39,149.0,0.07,6.6
0,9.0,0.58,0.58,0.49,43.0,0.094,9.9
0,9.5,0.53,0.17,0.72,38.0,0.096,7.9
0,9.3,0.57,0.41,0.595,109.0,0.086,8.9
0,9.3,0.6,0.51,0.4,24.0,0.059,12.4
0,10.0,0.63,0.58,0.58,18.0,0.071,11.9
0,9.8,0.48,0.18,0.585,30.0,0.078,8.5
0,9.3,0.7,0.45,0.59,22.0,0.08199999999999999,12.7
0,10.0,0.47,0.27,0.915,23.0,0.08800000000000001,8.2
0,9.0,0.56,0.52,0.46,35.0,0.071,13.2
0,9.3,0.52,0.0,0.835,14.0,0.081,7.7
0,9.1,0.62,0.13,0.58,63.0,0.096,8.3
0,9.2,0.59,0.13,0.6,24.0,0.085,8.3
1,12.2,0.79,0.48,0.41,20.0,0.07200000000000001,9.4
0,10.5,0.53,0.41,0.48,52.0,0.092,8.8
0,10.4,0.64,0.37,0.65,65.0,0.11,10.1
0,12.7,0.52,0.19,0.36,39.0,0.075,6.3
0,9.2,0.54,0.54,0.24,57.0,0.083,8.8
0,9.4,0.54,0.55,0.38,16.0,0.081,13.2
0,10.0,0.6,0.0,0.64,29.0,0.077,7.5
0,9.8,0.74,0.38,0.39,29.0,0.058,8.2
0,10.2,1.36,0.18,0.755,103.0,0.14800000000000002,9.2
0,9.7,0.57,0.5,0.6,71.0,0.079,9.6
0,9.8,0.93,0.51,0.31,28.0,0.079,11.5
0,10.2,0.7,0.5,0.46,17.0,0.122,11.4
0,9.3,0.8,0.41,0.37,16.0,0.08800000000000001,11.3
0,9.4,0.61,0.24,0.54,112.0,0.076,8.3
0,9.4,0.62,0.23,0.56,104.0,0.078,8.2
0,9.5,0.55,0.22,0.58,32.0,0.08,10.0
0,12.1,0.96,0.25,0.51,45.0,0.077,7.9
0,10.2,0.72,0.0,0.69,58.0,0.124,6.8
0,9.1,0.49,0.29,0.6,15.0,0.098,8.8
0,9.3,0.6,0.26,0.54,31.0,0.097,8.7
0,9.3,0.61,0.23,0.685,84.0,0.111,7.6
0,9.5,0.63,0.54,0.28,19.0,0.105,10.4
0,10.5,0.57,0.14,0.41,43.0,0.087,7.6
0,11.3,0.64,0.22,0.935,86.0,0.105,10.1
0,9.5,0.58,0.21,0.35,102.0,0.073,7.9
0,9.7,0.55,0.0,0.84,33.0,0.065,8.7
0,9.4,0.53,0.28,0.88,147.0,0.086,9.6
0,9.4,0.53,0.27,0.885,145.0,0.084,9.5
1,10.2,0.65,0.12,0.915,23.0,0.14300000000000002,7.7
0,10.3,1.36,0.35,0.29,57.0,0.067,8.9
0,9.4,0.62,0.45,0.54,40.0,0.071,9.9
0,9.5,0.63,0.44,0.59,68.0,0.071,9.5
1,10.1,0.69,0.1,0.64,11.0,0.115,7.8
0,10.1,0.63,0.05,0.67,20.0,0.107,7.3
0,11.0,0.58,0.01,0.845,14.0,0.07,8.3
1,11.2,0.67,0.3,0.48,28.0,0.066,8.7
0,11.3,0.57,0.27,0.42,148.0,0.068,6.7
0,9.6,0.5,0.39,0.43,32.0,0.106,10.7
0,11.2,0.67,0.25,0.88,155.0,0.104,9.8
0,14.9,0.84,0.65,0.36,71.0,0.096,15.9
0,12.0,0.54,0.59,0.33,30.0,0.079,9.4
0,9.5,0.46,0.47,0.47,29.0,0.07400000000000001,8.6
0,9.4,0.61,0.17,0.55,53.0,0.087,9.7
1,10.5,0.68,0.59,0.5,42.0,0.073,12.0
0,9.6,0.81,0.07,0.52,20.0,0.07400000000000001,7.2
0,11.0,0.57,0.02,0.84,13.0,0.096,7.1
0,9.0,0.64,0.31,0.42,42.0,0.08,7.5
0,9.6,0.7,0.06,0.57,27.0,0.076,7.2
0,10.2,0.79,0.46,0.28,13.0,0.05,10.1
0,10.2,0.66,0.52,0.4,54.0,0.092,12.1
0,9.7,0.56,0.14,0.59,48.0,0.084,9.4
0,9.5,0.6,0.36,0.49,16.0,0.222,8.3
0,9.2,0.66,0.45,0.34,15.0,0.08199999999999999,11.3
0,11.0,0.57,0.43,0.73,31.0,0.059,10.0
0,10.0,0.58,0.24,0.4,45.0,0.083,6.9
0,9.5,0.52,0.21,0.73,13.0,0.07400000000000001,8.2
0,9.5,0.53,0.34,1.24,151.0,0.079,9.8
0,9.3,0.67,0.41,0.4,17.0,0.084,10.8
0,10.2,0.65,0.39,0.41,31.0,0.064,9.3
0,9.9,0.48,0.11,0.8,31.0,0.084,8.6
0,10.0,0.53,0.1,0.78,87.0,0.081,8.3
0,9.6,0.54,0.45,0.26,49.0,0.06,10.8
0,9.0,0.49,0.58,0.43,40.0,0.07,13.3
0,10.2,0.49,0.23,0.45,29.0,0.094,8.0
0,9.8,0.54,0.31,0.46,58.0,0.078,8.5
0,11.3,0.56,0.23,0.78,15.0,0.059,8.1
0,9.4,0.48,0.32,0.98,152.0,0.078,9.8
0,9.1,0.6,0.18,0.65,40.0,0.07,7.1
0,9.7,0.59,0.23,0.64,38.0,0.095,9.1
0,9.4,0.47,0.04,0.66,9.0,0.039,7.7
0,9.4,1.05,0.48,0.38,17.0,0.157,8.1
0,10.7,0.54,0.0,1.185,14.0,0.097,7.4
0,9.8,0.54,0.24,0.92,93.0,0.087,9.2
0,9.0,1.17,0.51,0.49,62.0,0.422,8.6
0,9.4,0.62,0.32,0.48,122.0,0.084,9.0
0,9.4,0.61,0.31,0.47,125.0,0.084,9.0
0,12.8,0.62,0.02,0.47,44.0,0.034,5.1
0,9.5,0.67,0.02,0.65,25.0,0.066,7.0
0,9.7,0.53,0.28,0.615,72.0,0.087,9.4
0,10.8,0.62,0.55,0.38,19.0,0.071,11.8
0,10.1,0.57,0.43,1.02,88.0,0.076,10.6
0,9.4,0.67,0.02,0.64,23.0,0.067,7.0
0,9.6,0.7,0.48,0.38,84.0,0.073,7.5
0,9.7,0.54,0.04,0.765,14.0,0.078,9.1
0,9.9,0.49,0.15,1.035,54.0,0.073,8.4
0,10.0,0.47,0.08,0.78,19.0,0.093,7.0
0,10.5,0.51,0.19,0.49,37.0,0.077,7.4
0,11.6,0.61,0.12,0.545,35.0,0.068,7.8
0,10.0,0.66,0.47,0.31,33.0,0.062,9.7
0,10.1,0.57,0.43,1.025,84.0,0.08,10.6
0,9.5,0.61,0.34,0.565,112.0,0.093,8.9
0,9.4,0.45,0.0,0.69,33.0,0.084,8.7
0,9.4,0.46,0.36,0.43,48.0,0.075,8.0
0,9.8,0.51,0.28,0.74,77.0,0.078,9.9
0,9.2,0.48,0.18,0.49,34.0,0.069,7.2
0,10.0,0.57,0.11,0.46,49.0,0.079,7.6
0,9.6,0.44,0.04,0.56,22.0,0.08199999999999999,8.4
0,9.5,0.54,0.0,0.66,45.0,0.086,7.1
0,9.2,0.53,0.24,0.48,106.0,0.094,8.9
0,10.0,0.59,0.08,0.42,48.0,0.084,7.6
0,9.5,1.62,0.3,0.31,127.0,0.053,7.1
0,11.2,0.6,0.1,1.115,12.0,0.086,7.5
0,10.4,0.55,0.17,0.66,13.0,0.077,9.0
0,11.1,0.72,0.09,0.72,49.0,0.084,8.1
0,9.5,0.68,0.02,0.57,11.0,0.067,6.4
0,12.7,0.49,0.03,0.865,58.0,0.071,6.4
0,9.6,0.67,0.66,0.55,37.0,0.387,9.5
0,11.5,0.52,0.13,0.875,14.0,0.08800000000000001,8.9
0,9.6,0.47,0.03,0.835,19.0,0.092,7.3
0,9.5,0.6,0.34,0.45,72.0,0.08199999999999999,7.0
0,9.3,0.62,0.2,0.56,39.0,0.075,7.7
0,9.5,0.5,0.1,0.965,22.0,0.112,7.7
0,9.3,0.65,0.0,0.59,58.0,0.093,8.2
0,9.2,0.56,0.23,0.46,104.0,0.092,9.0
0,9.3,0.6,0.0,0.69,38.0,0.08800000000000001,9.0
0,11.5,0.68,0.29,0.76,16.0,0.075,8.3
0,9.5,0.57,0.24,0.53,139.0,0.078,9.2
0,9.2,0.65,0.0,0.615,18.0,0.065,6.5
0,10.0,0.53,0.58,0.41,101.0,0.096,11.6
0,9.5,0.51,0.54,0.39,101.0,0.095,11.1
0,9.5,0.73,0.18,0.51,28.0,0.07,7.3
0,9.0,0.47,0.38,0.34,57.0,0.08,8.2
0,9.4,0.48,0.4,0.33,68.0,0.083,8.6
0,9.6,0.72,0.18,0.5,31.0,0.071,7.2
0,9.5,0.55,0.1,0.65,40.0,0.08900000000000001,8.3
0,9.4,0.61,0.13,0.54,66.0,0.097,7.6
0,9.1,1.06,0.68,0.48,32.0,0.415,7.8
0,10.7,0.43,0.07,0.91,47.0,0.058,7.8
0,11.2,0.46,0.01,0.98,33.0,0.057,6.3
0,9.8,0.5,0.0,0.87,31.0,0.084,8.1
0,9.2,0.52,0.21,0.42,88.0,0.092,8.8
0,9.7,0.57,0.25,0.58,104.0,0.075,9.0
0,9.6,0.42,0.26,0.655,35.0,0.096,9.3
0,10.0,0.53,0.0,0.7,19.0,0.069,8.8
0,9.5,0.55,0.11,0.68,44.0,0.093,9.1
0,9.5,0.54,0.1,0.67,48.0,0.091,9.2
0,9.4,0.54,0.18,0.59,74.0,0.08900000000000001,8.8
0,9.5,0.62,0.32,0.6,98.0,0.103,7.5
0,9.7,0.53,0.02,0.59,94.0,0.08199999999999999,7.1
0,9.6,0.54,0.01,0.72,32.0,0.076,7.9
0,9.4,0.55,0.26,0.685,143.0,0.08199999999999999,9.4
0,9.4,0.55,0.27,0.57,144.0,0.08199999999999999,9.5
0,9.5,0.92,0.29,0.4,44.0,0.157,7.9
0,9.5,0.91,0.3,0.4,45.0,0.157,7.9
0,10.0,0.46,0.0,1.0,16.0,0.102,7.2
0,10.3,0.6,0.18,0.765,48.0,0.243,6.9
0,10.3,0.59,0.17,0.635,18.0,0.241,6.9
0,10.5,0.61,0.3,0.43,34.0,0.079,8.3
0,9.8,0.6,0.03,0.52,92.0,0.076,7.1
